date,type,word_df,word_token,word_emo,comment,comment_token,comment_emoji,longitude,latitude,district,subdistrict,status,color_word_df
2022-10-03,น้ำท่วม,น้ำท่วม,น้ำท่วม,น้ำท่วม,"น้ำท่วมในชุมชนพัฒนา1 หรือซอยจ่าโสดแยก24 ไม่ลดเลยค่ะ ขายอาหารออนไลน์อยู่บ้านไรเดอร์เข้ามารับอาหารรถดับหมด ตอนนี้ของเน่าขายไม่ได้แล้วค่ะ 
เปิดปั้มน้ำทีค่ะ หรือช่วยเข้ามาดูตอนน้ำท่วมด้วยค่ะ ชาวบ้านลำบากมาก    ความสูงระดับหัวเข่า น้ำท่วมน้อยกว่า 1 วัน",น้ำท่วมในชุมชนพัฒนา หรือซอยจ่าโสดแยก ไม่ลดเลยค่ะ ขายอาหารออนไลน์อยู่บ้านไรเดอร์เข้ามารับอาหารรถดับหมด ตอนนี้ของเน่าขายไม่ได้แล้วค่ะ เปิดปั้มน้ำทีค่ะ หรือช่วยเข้ามาดูตอนน้ำท่วมด้วยค่ะ ชาวบ้านลำบากมาก ความสูงระดับหัวเข่า น้ำท่วมน้อยกว่า วัน,น้ำท่วมในชุมชนพัฒนา หรือซอยจ่าโสดแยก ไม่ลดเลยค่ะ ขายอาหารออนไลน์อยู่บ้านไรเดอร์เข้ามารับอาหารรถดับหมด ตอนนี้ของเน่าขายไม่ได้แล้วค่ะ เปิดปั้มน้ำทีค่ะ หรือช่วยเข้ามาดูตอนน้ำท่วมด้วยค่ะ ชาวบ้านลำบากมาก ความสูงระดับหัวเข่า น้ำท่วมน้อยกว่า วัน,100.60034,13.6622,บางนา,บางนาใต้,finish,fuchsia
2022-10-04,ถนน,ถนน,ถนน,ถนน,อยู่วิทยา16ถนนเป็นหลุมเป็นบ่อมากครับเดินทางลำบากมาก,อยู่วิทยาถนนเป็นหลุมเป็นบ่อมากครับเดินทางลำบากมาก,อยู่วิทยาถนนเป็นหลุมเป็นบ่อมากครับเดินทางลำบากมาก,100.86798,13.82476,หนองจอก,กระทุ่มราย,finish,brown
2022-10-05,ถนน,ถนน,ถนน,ถนน,ถนนพระราม 4 ตรงศาลเจ้าสิทธิโชค บริเวณที่นำสายลงดินผู้รับเหมาปิดแผ่นเหล็กไม่เรียบร้อย อาจเกิดอุบัติเหตุได้,ถนนพระราม ตรงศาลเจ้าสิทธิโชค บริเวณที่นำสายลงดินผู้รับเหมาปิดแผ่นเหล็กไม่เรียบร้อย อาจเกิดอุบัติเหตุได้,ถนนพระราม ตรงศาลเจ้าสิทธิโชค บริเวณที่นำสายลงดินผู้รับเหมาปิดแผ่นเหล็กไม่เรียบร้อย อาจเกิดอุบัติเหตุได้,100.53454,13.73033,บางรัก,สุริยวงศ์,inprogress,brown
2022-10-06,"ต้นไม้,ความปลอดภัย,สายไฟ",ต้นไม้,ต้นไม้,ต้นไม้,ที่ว่างตรงข้ามบ้าน ต้นไม้ขึ้นรกมากจนเลื้อยขึ้นไปพันสายไฟและหม้อแปลง กลัวว่าจะเกิดอันตรายไฟช๊อตค่ะ,ที่ว่างตรงข้ามบ้าน ต้นไม้ขึ้นรกมากจนเลื้อยขึ้นไปพันสายไฟและหม้อแปลง กลัวว่าจะเกิดอันตรายไฟช๊อตค่ะ,ที่ว่างตรงข้ามบ้าน ต้นไม้ขึ้นรกมากจนเลื้อยขึ้นไปพันสายไฟและหม้อแปลง กลัวว่าจะเกิดอันตรายไฟช๊อตค่ะ,100.54976,13.83393,จตุจักร,ลาดยาว,finish,blueviolet
2022-10-07,ต้นไม้,ต้นไม้,ต้นไม้,ต้นไม้,ต้นไม้ล้มในสวนลุมพินี ใกล้ๆ กับ ลานตะวันยิ้มครับ,ต้นไม้ล้มในสวนลุมพินี ใกล้ กับ ลานตะวันยิ้มครับ,ต้นไม้ล้มในสวนลุมพินี ใกล้ กับ ลานตะวันยิ้มครับ,100.54157,13.73098,ปทุมวัน,ลุมพินี,finish,blueviolet
2022-10-08,เสียงรบกวน,เสียง,เสียง,เสียง,"คืนวันที่ 8 ตค.
ร้านหม่าล่าโคมแดง ยังคงส่งเสียงรบกวนมากทั้ง พนักงานและลูกค้า มาโดยตลอดปิด ตีหนึ่งตีสองเป็นประจำ แต่เดี๋ยวนี้เปิดถึง ตี 5 ไม่ต้องหลับต้องนอนกันเลย
6 ตค.จนท.แจ้งว่าได้เข้ามาตรวจสอบแชะกำชับทางร้าน เมื่อไหร่จะมีการดำเนินการที่เด็ดขาดกว่านี้ เดือดร้อนมาก

21/9
เมื่อคืนร้านอาหารก็ยังส่งเสียงดัง
แจ้งไปตั้งแต่ 16/9 17/9 ระบบบอกจะเข้าตรวจสอบก็ไม่มี จนท.เข้าดำเนินการ ไม่รู้ว่าติดขัดอะไร ถึงปล่อยให้ ผู้ประกอบการเอาเปรียบประชาชน พ

17/9 1:25 (พิกัดชื่อร้านตามที่แชร์เลย)
ร้านอาหารก็ยังส่งเสียงดังสร้างความเดือดร้อนรบกวนให้ ทั้งๆที่ เจ้าหน้าที่เขตและ จนท.ตำรวจ ได้เข้าแจ้งกับทางร้านผู้ประกอบการแล้ว ขอความช่วยเหลือจากทาง จนท.ทุกส่วนด้วย",คืนวันที่ ตค ร้านหม่าล่าโคมแดง ยังคงส่งเสียงรบกวนมากทั้ง พนักงานและลูกค้า มาโดยตลอดปิด ตีหนึ่งตีสองเป็นประจำ แต่เดี๋ยวนี้เปิดถึง ตี ไม่ต้องหลับต้องนอนกันเลย ตคจนทแจ้งว่าได้เข้ามาตรวจสอบแชะกำชับทางร้าน เมื่อไหร่จะมีการดำเนินการที่เด็ดขาดกว่านี้ เดือดร้อนมาก เมื่อคืนร้านอาหารก็ยังส่งเสียงดัง แจ้งไปตั้งแต่ ระบบบอกจะเข้าตรวจสอบก็ไม่มี จนทเข้าดำเนินการ ไม่รู้ว่าติดขัดอะไร ถึงปล่อยให้ ผู้ประกอบการเอาเปรียบประชาชน พ พิกัดชื่อร้านตามที่แชร์เลย ร้านอาหารก็ยังส่งเสียงดังสร้างความเดือดร้อนรบกวนให้ ทั้งที่ เจ้าหน้าที่เขตและ จนทตำรวจ ได้เข้าแจ้งกับทางร้านผู้ประกอบการแล้ว ขอความช่วยเหลือจากทาง จนททุกส่วนด้วย,คืนวันที่ ตค ร้านหม่าล่าโคมแดง ยังคงส่งเสียงรบกวนมากทั้ง พนักงานและลูกค้า มาโดยตลอดปิด ตีหนึ่งตีสองเป็นประจำ แต่เดี๋ยวนี้เปิดถึง ตี ไม่ต้องหลับต้องนอนกันเลย ตคจนทแจ้งว่าได้เข้ามาตรวจสอบแชะกำชับทางร้าน เมื่อไหร่จะมีการดำเนินการที่เด็ดขาดกว่านี้ เดือดร้อนมาก เมื่อคืนร้านอาหารก็ยังส่งเสียงดัง แจ้งไปตั้งแต่ ระบบบอกจะเข้าตรวจสอบก็ไม่มี จนทเข้าดำเนินการ ไม่รู้ว่าติดขัดอะไร ถึงปล่อยให้ ผู้ประกอบการเอาเปรียบประชาชน พ พิกัดชื่อร้านตามที่แชร์เลย ร้านอาหารก็ยังส่งเสียงดังสร้างความเดือดร้อนรบกวนให้ ทั้งที่ เจ้าหน้าที่เขตและ จนทตำรวจ ได้เข้าแจ้งกับทางร้านผู้ประกอบการแล้ว ขอความช่วยเหลือจากทาง จนททุกส่วนด้วย,100.52969,13.70561,ยานนาวา,ช่องนนทรี,finish,chocolate
2022-10-09,ความสะอาด,ขยะ,ขยะ,ขยะ,ปัญหากลิ่นขยะ จากโรงเผาขยะอ่อนนุช กลิ่นเเรงจนไม่สามารถดำเนินชีวิตได้,ปัญหากลิ่นขยะ จากโรงเผาขยะอ่อนนุช กลิ่นเเรงจนไม่สามารถดำเนินชีวิตได้,ปัญหากลิ่นขยะ จากโรงเผาขยะอ่อนนุช กลิ่นเเรงจนไม่สามารถดำเนินชีวิตได้,100.67212,13.7051,ประเวศ,ประเวศ,inprogress,silver
2022-10-10,น้ำท่วม,น้ำท่วม,น้ำท่วม,น้ำท่วม,น้ำท่วมขังสรถเล็ก มอเตอร์ไซค์ควรระวัง ความสูงระดับหัวเข่า น้ำท่วมมาแล้วน้อยกว่า 1 สัปดาห์,น้ำท่วมขังสรถเล็ก มอเตอร์ไซค์ควรระวัง ความสูงระดับหัวเข่า น้ำท่วมมาแล้วน้อยกว่า สัปดาห์,น้ำท่วมขังสรถเล็ก มอเตอร์ไซค์ควรระวัง ความสูงระดับหัวเข่า น้ำท่วมมาแล้วน้อยกว่า สัปดาห์,100.45384,13.61376,บางขุนเทียน,ท่าข้าม,inprogress,fuchsia
2022-10-11,ถนน,ถนน,ถนน,ถนน,ถนน ริมทางรถไฟสายเก่า หน้าเอื้ออมรสุข อพาร์ตเมนต์ เป็นหลุมทางยาว,ถนน ริมทางรถไฟสายเก่า หน้าเอื้ออมรสุข อพาร์ตเมนต์ เป็นหลุมทางยาว,ถนน ริมทางรถไฟสายเก่า หน้าเอื้ออมรสุข อพาร์ตเมนต์ เป็นหลุมทางยาว,100.59022,13.69248,พระโขนง,บางจาก,inprogress,brown
2022-10-12,ถนน,ถนน,ถนน,ถนน,ถนนเส้นสวนผักหน้าปากซอย 43 เป็นหลุมเป็นบ่อ,ถนนเส้นสวนผักหน้าปากซอย เป็นหลุมเป็นบ่อ,ถนนเส้นสวนผักหน้าปากซอย เป็นหลุมเป็นบ่อ,100.41544,13.7911,ตลิ่งชัน,ฉิมพลี,finish,brown
2022-10-13,"น้ำท่วม,คลอง",ถนน,ถนน,ถนน,อยากให้มีการลอกคลองหัวหมากบริเวณรถไฟฟ้าแอร์พอตลิ่งหัวหมาก คลองตื้น เวลาฝนตกหนักมีน้ำล้นตลิ่งทำให้ท่วมออกถนนใหญ่ด้วยครับ ความสูงระดับข้อเท้า น้ำท่วมมาแล้วน้อยกว่า 1 วัน,อยากให้มีการลอกคลองหัวหมากบริเวณรถไฟฟ้าแอร์พอตลิ่งหัวหมาก คลองตื้น เวลาฝนตกหนักมีน้ำล้นตลิ่งทำให้ท่วมออกถนนใหญ่ด้วยครับ ความสูงระดับข้อเท้า น้ำท่วมมาแล้วน้อยกว่า วัน,อยากให้มีการลอกคลองหัวหมากบริเวณรถไฟฟ้าแอร์พอตลิ่งหัวหมาก คลองตื้น เวลาฝนตกหนักมีน้ำล้นตลิ่งทำให้ท่วมออกถนนใหญ่ด้วยครับ ความสูงระดับข้อเท้า น้ำท่วมมาแล้วน้อยกว่า วัน,100.64512,13.73794,สวนหลวง,สวนหลวง,inprogress,brown
2022-10-14,ความสะอาด,ขยะ,ขยะ,ขยะ,กองขยะใบไม้ริมคลองแสนแสบหลังเขต,กองขยะใบไม้ริมคลองแสนแสบหลังเขต,กองขยะใบไม้ริมคลองแสนแสบหลังเขต,100.64736,13.76497,บางกะปิ,คลองจั่น,finish,silver
2022-10-15,"ท่อระบายน้ำ,ความปลอดภัย",ชำรุด,ชำรุด,ชำรุด,มีฝาท่อชำรุดอันตรายต่อรถที่สัญจร,มีฝาท่อชำรุดอันตรายต่อรถที่สัญจร,มีฝาท่อชำรุดอันตรายต่อรถที่สัญจร,100.56276,13.89264,หลักสี่,ทุ่งสองห้อง,inprogress,orange
2022-10-16,ทางเท้า,ป้าย,ป้าย,ป้าย,วางป้ายร้านอาหารขวางทางเท้า,วางป้ายร้านอาหารขวางทางเท้า,วางป้ายร้านอาหารขวางทางเท้า,100.56375,13.73449,คลองเตย,คลองเตย,finish,lime
2022-10-17,ถนน,ถนน,ถนน,ถนน,ถนนพัง เป็นหลุมลึก มอเตอร์ไซค์ รถยนต์ขับผ่านไม่ได้,ถนนพัง เป็นหลุมลึก มอเตอร์ไซค์ รถยนต์ขับผ่านไม่ได้,ถนนพัง เป็นหลุมลึก มอเตอร์ไซค์ รถยนต์ขับผ่านไม่ได้,100.60506,13.67393,บางนา,บางนาใต้,finish,brown
2022-10-18,ถนน,ถนน,ถนน,ถนน,ถนนหลังสวน ซอย1 เป็นหลุมเป็นบ่อเกือบทั้งเส้น,ถนนหลังสวน ซอย เป็นหลุมเป็นบ่อเกือบทั้งเส้น,ถนนหลังสวน ซอย เป็นหลุมเป็นบ่อเกือบทั้งเส้น,100.54317,13.74044,ปทุมวัน,ลุมพินี,finish,brown
2022-10-19,"สายไฟ,ป้ายจราจร",ถนน,ถนน,ถนน,กิ่งไม้พันสายไฟเเละยื่นออกมานอกถนนและปิดป้ายจราจรบางอย่าง,กิ่งไม้พันสายไฟเเละยื่นออกมานอกถนนและปิดป้ายจราจรบางอย่าง,กิ่งไม้พันสายไฟเเละยื่นออกมานอกถนนและปิดป้ายจราจรบางอย่าง,100.37006,13.63386,บางบอน,บางบอนใต้,finish,brown
2022-10-20,ถนน,ถนน,ถนน,ถนน,พื้นถนนร้าว รถวิ่งทำให้ตึกสั่นสะเทือน,พื้นถนนร้าว รถวิ่งทำให้ตึกสั่นสะเทือน,พื้นถนนร้าว รถวิ่งทำให้ตึกสั่นสะเทือน,100.4691,13.75575,บางกอกน้อย,บางขุนศรี,inprogress,brown
2022-10-21,น้ำท่วม,ท่อระบายน้ำ,ท่อระบายน้ำ,ท่อระบายน้ำ,ท่อระบายน้ำไม่ระบายในซอย ตอนนี้น้ำขึ้นไม่ลงแล้ว รบกวนช่วยมาลอกท่อหน่อยเคยแจ้งไปแล้วครับ ความสูงระดับข้อเท้า น้ำท่วมมาแล้วน้อยกว่า 1 วัน,ท่อระบายน้ำไม่ระบายในซอย ตอนนี้น้ำขึ้นไม่ลงแล้ว รบกวนช่วยมาลอกท่อหน่อยเคยแจ้งไปแล้วครับ ความสูงระดับข้อเท้า น้ำท่วมมาแล้วน้อยกว่า วัน,ท่อระบายน้ำไม่ระบายในซอย ตอนนี้น้ำขึ้นไม่ลงแล้ว รบกวนช่วยมาลอกท่อหน่อยเคยแจ้งไปแล้วครับ ความสูงระดับข้อเท้า น้ำท่วมมาแล้วน้อยกว่า วัน,100.45107,13.67071,บางขุนเทียน,ท่าข้าม,finish,green
2022-10-22,น้ำท่วม,น้ำท่วม,น้ำท่วม,น้ำท่วม,บริเวณปากซ.ประชาอุทิศ 75 แยก 4 เขตทุ่งครุ น้ำจะขังหลังฝนตก เพราะไม่มีรูระบายน้ำลงท่อ ความสูงระดับข้อเท้า น้ำท่วมมาแล้วน้อยกว่า 1 วัน,บริเวณปากซประชาอุทิศ แยก เขตทุ่งครุ น้ำจะขังหลังฝนตก เพราะไม่มีรูระบายน้ำลงท่อ ความสูงระดับข้อเท้า น้ำท่วมมาแล้วน้อยกว่า วัน,บริเวณปากซประชาอุทิศ แยก เขตทุ่งครุ น้ำจะขังหลังฝนตก เพราะไม่มีรูระบายน้ำลงท่อ ความสูงระดับข้อเท้า น้ำท่วมมาแล้วน้อยกว่า วัน,100.50404,13.63681,ทุ่งครุ,ทุ่งครุ,finish,fuchsia
2022-10-23,ความสะอาด,ขยะ,ขยะ,ขยะ,จุดพักขยะมีขยะเกลื้อนค่ะทำให้ส่งกลิ่นเหม็น,จุดพักขยะมีขยะเกลื้อนค่ะทำให้ส่งกลิ่นเหม็น,จุดพักขยะมีขยะเกลื้อนค่ะทำให้ส่งกลิ่นเหม็น,100.60879,13.73669,สวนหลวง,สวนหลวง,finish,silver
2022-10-24,"น้ำท่วม,ร้องเรียน",น้ำท่วม,น้ำท่วม,น้ำท่วม,น้ำไหลออกมาจากท่อระบายหน้าร.พจุฬาประตู7ค่ะไหลไม่หยุดเลยประชาชนเดือดร้อนมากรถวิ่งน้ำกระเด็นใส่ค่ะ ความสูงระดับข้อเท้า น้ำท่วมมาแล้วน้อยกว่า 1 สัปดาห์,น้ำไหลออกมาจากท่อระบายหน้ารพจุฬาประตูค่ะไหลไม่หยุดเลยประชาชนเดือดร้อนมากรถวิ่งน้ำกระเด็นใส่ค่ะ ความสูงระดับข้อเท้า น้ำท่วมมาแล้วน้อยกว่า สัปดาห์,น้ำไหลออกมาจากท่อระบายหน้ารพจุฬาประตูค่ะไหลไม่หยุดเลยประชาชนเดือดร้อนมากรถวิ่งน้ำกระเด็นใส่ค่ะ ความสูงระดับข้อเท้า น้ำท่วมมาแล้วน้อยกว่า สัปดาห์,100.53681,13.73307,ปทุมวัน,ปทุมวัน,finish,fuchsia
2022-10-25,"แสงสว่าง,ทางเท้า,ต้นไม้",ต้นไม้,ต้นไม้,ต้นไม้,ต้นไม้บังไฟทางมืดมากมันเป็นช่วงทางแคบหน้าฟุตบาทบริษัทอู่สุเทพเซอร์วิส,ต้นไม้บังไฟทางมืดมากมันเป็นช่วงทางแคบหน้าฟุตบาทบริษัทอู่สุเทพเซอร์วิส,ต้นไม้บังไฟทางมืดมากมันเป็นช่วงทางแคบหน้าฟุตบาทบริษัทอู่สุเทพเซอร์วิส,100.65793,13.8194,บึงกุ่ม,คลองกุ่ม,finish,blueviolet
2022-10-26,"ถนน,ทางเท้า",ถนน,ถนน,ถนน,ทำฟุตบาทค้างไว้เป็นอาทิตย์แล้วครับ ไม่มีการทำต่อ ลำบากต่อการข้ามถนนมาก เพราะถ้าจะข้ามไปฝั่งตรงข้าม ตรงวิ่งริมขอบถนนเอา แถมยังเป็นส่วนโค้งกลับรถอีก ถึงจะข้ามก่อนหน้านี้ ก็ต้องลงถนนอยู่ดีครับ,ทำฟุตบาทค้างไว้เป็นอาทิตย์แล้วครับ ไม่มีการทำต่อ ลำบากต่อการข้ามถนนมาก เพราะถ้าจะข้ามไปฝั่งตรงข้าม ตรงวิ่งริมขอบถนนเอา แถมยังเป็นส่วนโค้งกลับรถอีก ถึงจะข้ามก่อนหน้านี้ ก็ต้องลงถนนอยู่ดีครับ,ทำฟุตบาทค้างไว้เป็นอาทิตย์แล้วครับ ไม่มีการทำต่อ ลำบากต่อการข้ามถนนมาก เพราะถ้าจะข้ามไปฝั่งตรงข้าม ตรงวิ่งริมขอบถนนเอา แถมยังเป็นส่วนโค้งกลับรถอีก ถึงจะข้ามก่อนหน้านี้ ก็ต้องลงถนนอยู่ดีครับ,100.52903,13.67953,ยานนาวา,บางโพงพาง,inprogress,brown
2022-10-27,"กีดขวาง,เสียงรบกวน",เสียง,เสียง,เสียง,มีอู่ซ่อมรถมอเตอรไซดมาเปิดในหมู่บ้าน ตอนกลางคืน รถมอเตอรไซคจอดกีดขวางคนในซอย และส่งเสียงดังรบกวน รบกวนเจ้าหน้าที่กทม ช่วยเข้ามาดูแล เพราะในหมู่บ้านพักอาศัยไม่ควรเป็นร้านซ่อมมอเตอรไซคที่ส่งเสียงดัง จอดรถกีดขวาง และเป็นแหล่งรวมของคนจำนวนมาก,มีอู่ซ่อมรถมอเตอรไซดมาเปิดในหมู่บ้าน ตอนกลางคืน รถมอเตอรไซคจอดกีดขวางคนในซอย และส่งเสียงดังรบกวน รบกวนเจ้าหน้าที่กทม ช่วยเข้ามาดูแล เพราะในหมู่บ้านพักอาศัยไม่ควรเป็นร้านซ่อมมอเตอรไซคที่ส่งเสียงดัง จอดรถกีดขวาง และเป็นแหล่งรวมของคนจำนวนมาก,มีอู่ซ่อมรถมอเตอรไซดมาเปิดในหมู่บ้าน ตอนกลางคืน รถมอเตอรไซคจอดกีดขวางคนในซอย และส่งเสียงดังรบกวน รบกวนเจ้าหน้าที่กทม ช่วยเข้ามาดูแล เพราะในหมู่บ้านพักอาศัยไม่ควรเป็นร้านซ่อมมอเตอรไซคที่ส่งเสียงดัง จอดรถกีดขวาง และเป็นแหล่งรวมของคนจำนวนมาก,100.6631,13.929,สายไหม,สายไหม,finish,chocolate
2022-10-28,ต้นไม้,ต้นไม้,ต้นไม้,ต้นไม้,ช่วยมาแก้ไขตัดแต่งกิ่งต้นไม้ ที่การไฟฟ้ามาตัดด้วยครับ ระหว่างซอยเทพรักษ์ 23-25 ครับ,ช่วยมาแก้ไขตัดแต่งกิ่งต้นไม้ ที่การไฟฟ้ามาตัดด้วยครับ ระหว่างซอยเทพรักษ์ ครับ,ช่วยมาแก้ไขตัดแต่งกิ่งต้นไม้ ที่การไฟฟ้ามาตัดด้วยครับ ระหว่างซอยเทพรักษ์ ครับ,100.61557,13.88623,สายไหม,คลองถนน,finish,blueviolet
2022-10-29,"ทางเท้า,ถนน",ถนน,ถนน,ถนน,เวลาฝนตกมีน้ำไหลจากท่อลงทางเดินด้านล่าง ใต้ถนนราชพฤกษ์หลายจุด,เวลาฝนตกมีน้ำไหลจากท่อลงทางเดินด้านล่าง ใต้ถนนราชพฤกษ์หลายจุด,เวลาฝนตกมีน้ำไหลจากท่อลงทางเดินด้านล่าง ใต้ถนนราชพฤกษ์หลายจุด,100.47331,13.71239,ธนบุรี,ตลาดพลู,inprogress,brown
2022-10-30,ถนน,ถนน,ถนน,ถนน,ถนนชำรุดก่อนถึงปากซอยประชาอุทิศ13  หน้าร้านอาหารตามสั่งน้องออย,ถนนชำรุดก่อนถึงปากซอยประชาอุทิศ หน้าร้านอาหารตามสั่งน้องออย,ถนนชำรุดก่อนถึงปากซอยประชาอุทิศ หน้าร้านอาหารตามสั่งน้องออย,100.49727,13.64664,ทุ่งครุ,บางมด,inprogress,brown
2022-10-31,ความสะอาด,ขยะ,ขยะ,ขยะ,รถขยะเข้ามาล่าสุด 24 ตค วันนี้ 1 พย แล้ว แจ้งเรื่องขยะมาประมาณ 3-4 รอบ เหมือนเดิม,รถขยะเข้ามาล่าสุด ตค วันนี้ พย แล้ว แจ้งเรื่องขยะมาประมาณ รอบ เหมือนเดิม,รถขยะเข้ามาล่าสุด ตค วันนี้ พย แล้ว แจ้งเรื่องขยะมาประมาณ รอบ เหมือนเดิม,100.61035,13.8956,สายไหม,คลองถนน,finish,silver
